0 0 3  J..CCCJDD..MJAAL.MFF.L.NBB.GGN.HH...
0 7 2  J.CCCMJDDL.MJAAL.NFF...NBB.GG..HH...
0 4 2  J.CCC.JDD..MJAAL.MFF.L.NBB.GGN.HH...
0 7 2  J..CCCJDD...JAAL.MFF.L.MBB.GGN.HH..N
0 7 2  J..CCCJDDL..JAAL.MFF...MBB.GGN.HH..N
0 5 2  J.CCC.JDD..MJAAL.MFF.L..BB.GGN.HH..N
0 5 2  J.CCCMJDD..MJAAL.NFF.L.NBB.GG..HH...
0 7 2  J.CCC.JDDL.MJAAL.MFF....BB.GGN.HH..N
0 6 2  J..CCCJDD...JAAL.MFF.L.MBB.GGN.HH..N
0 7 2  J..CCCJDDL..JAAL.MFF...MBB.GGN.HH..N
0 4 2  J.CCCMJ.DD.MJAAL..FF.L.NBB.GGN.HH...
0 5 2  J.CCCMJ..DDMJAAL..FF.L..BB.GGN.HH..N
0 5 2  J.CCCMJDDL.MJAAL.NFF...NBB.GG..HH...
0 7 2  J..CCCJDDL..JAAL.MFF...MBB.GGN.HH..N
0 6 2  J.CCC.JDD..MJAAL.MFF.L..BB.GGN.HH..N
0 5 2  J.CCCMJ.DD.MJAAL..FF.L..BB.GGN.HH..N
0 7 2  J.CCCMJ.DD.MJAAL..FF.L.NBB.GGN.HH...
0 1 2  J..CCCJDD..MJAAL.MFF.L..BB.GGN.HH..N
0 2 2  JCCC..JDDL.MJAAL.MFF...NBB.GGN.HH...
0 6 2  J.CCC.JDDL..JAAL.MFF...MBB.GGN.HH..N
0 6 2  J..CCCJDD...JAAL.MFF.L.MBB.GGN.HH..N
0 7 2  J.CCCMJ.DD.MJAAL..FF.L.NBB.GGN.HH...
0 5 2  JCCC.MJDDL.MJAAL.NFF...NBB.GG..HH...
0 6 2  JCCC..JDD...JAAL.MFF.L.MBB.GGN.HH..N
0 6 2  J..CCCJDDL..JAAL.MFF...MBB.GGN.HH..N
0 6 2  J.CCCMJ..DDMJAAL..FF.L.NBB.GGN.HH...
0 7 3  J..CCCJ...DDJAAL.MFF.L.MBB.GGN.HH..N
0 6 3  JCCC..J.DD.MJAAL.MFF.L..BB.GGN.HH..N
0 6 3  JCCC..J.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 6 3  JCCC.MJ..DDMJAAL.NFF.L.NBB.GG..HH...
0 6 3  J.CCC.J..DD.JAAL.MFF.L.MBB.GGN.HH..N
0 3 3  J.CCC.J..DDMJAAL.MFF.L.NBB.GGN.HH...
0 7 3  JCCC..J..DD.JAAL.MFF.L.MBB.GGN.HH..N
0 7 3  J.CCCMJ..DDMJAAL.NFF.L.NBB.GG..HH...
0 8 3  J..CCCJ..DD.JAAL.MFF.L.MBB.GGN.HH..N
0 7 3  JCCC..J.DD.MJAAL.MFF.L.NBB.GGN.HH...
0 7 3  JCCC..J...DDJAAL.MFF.L.MBB.GGN.HH..N
0 7 3  JCCC.MJ.DD.MJAAL.NFF.L.NBB.GG..HH...
0 7 3  J.CCC.J...DDJAAL.MFF.L.MBB.GGN.HH..N
0 4 3  J.CCC.J..DDMJAAL.MFF.L..BB.GGN.HH..N
0 8 3  JCCC..J...DDJAAL.MFF.L.MBB.GGN.HH..N
0 8 3  J.CCCMJ.DD.MJAAL.NFF.L.NBB.GG..HH...
0 9 3  J..CCCJ..DDMJAAL.MFF.L..BB.GGN.HH..N
0 8 3  JCCC..J..DDMJAAL.MFF.L.NBB.GGN.HH...
0 8 3  JCCC..J..LDDJAAL.MFF...MBB.GGN.HH..N
0 8 3  J.CCCMJ.DD.MJAAL.NFF.L.NBB.GG..HH...
0 8 3  J.CCC.J..LDDJAAL.MFF...MBB.GGN.HH..N
0 5 3  J.CCC.J.DD.MJAAL.MFF.L..BB.GGN.HH..N
0 9 3  JCCC..J..LDDJAAL.MFF...MBB.GGN.HH..N
0 5 3  J..CCCJ..DDMJAAL.MFF.L..BB.GGN.HH..N
0 1 3  J..CCCJDDL.MJAAL.MFF...NBB.GGN.HH...
0 9 3  JCCC..J..DDMJAAL.MFF.L..BB.GGN.HH..N
0 9 3  J..CCCJ..LDDJAAL.MFF...MBB.GGN.HH..N
0 9 3  J.CCC.J..LDDJAAL.MFF...MBB.GGN.HH..N
0 9 3  J..CCCJ..LDDJAAL.MFF...MBB.GGN.HH..N
0 6 3  J.CCC.J.DD.MJAAL.MFF.L.NBB.GGN.HH...
0 10 3  J..CCCJ..LDDJAAL.MFF...MBB.GGN.HH..N
0 6 3  J..CCCJ.DD.MJAAL.MFF.L..BB.GGN.HH..N
0 6 3  JCCC..J..DDMJAAL.MFF.L..BB.GGN.HH..N
0 6 3  J.CCC.J.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 6 3  J..CCCJ.DD.MJAAL.MFF.L..BB.GGN.HH..N
0 2 3  JCCC..J.DD.MJAAL.MFF.L.NBB.GGN.HH...
0 6 3  J.CCC.J..DD.JAAL.MFF.L.MBB.GGN.HH..N
0 6 3  J.CCCMJ..DDMJAAL.NFF.L.NBB.GG..HH...
0 10 3  J..CCCJ.DD.MJAAL.MFF.L..BB.GGN.HH..N
0 7 3  J..CCCJ.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 7 3  J..CCCJ.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 7 3  J..CCCJDDL.MJAAL.MFF...NBB.GGN.HH...
0 7 3  J..CCCJDDL.MJAAL.MFF...NBB.GGN.HH...
0 6 3  J.CCC.J..DDMJAAL.MFF.L..BB.GGN.HH..N
0 7 3  J..CCCJ.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 10 3  JCCC..J..DDMJAAL.MFF.L..BB.GGN.HH..N
0 5 3  JCCC..J.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 11 3  J..CCCJ.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 5 3  JCCC..J..DDMJAAL.MFF.L..BB.GGN.HH..N
0 8 3  J.CCC.J.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 8 3  J.CCC.J...DDJAAL.MFF.L.MBB.GGN.HH..N
0 8 3  J.CCC.J.DD.MJAAL.MFF.L.NBB.GGN.HH...
0 9 3  J..CCCJ.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 8 3  JCCC..J..DDMJAAL.MFF.L..BB.GGN.HH..N
0 8 3  J..CCCJ..DD.JAAL.MFF.L.MBB.GGN.HH..N
0 4 3  J.CCC.J.DD.MJAAL.MFF.L.NBB.GGN.HH...
0 5 3  JCCC..J...DDJAAL.MFF.L.MBB.GGN.HH..N
0 5 3  JCCC.MJ.DD.MJAAL.NFF.L.NBB.GG..HH...
0 4 3  JCCC..J..DDMJAAL.MFF.L.NBB.GGN.HH...
0 5 3  JCCC..J.DD.MJAAL.MFF.L..BB.GGN.HH..N
0 7 3  J.CCC.J..DDMJAAL.MFF.L..BB.GGN.HH..N
0 7 3  J.CCC.J.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 7 3  J..CCCJ..DD.JAAL.MFF.L.MBB.GGN.HH..N
0 7 3  JCCC..J..DD.JAAL.MFF.L.MBB.GGN.HH..N
0 7 3  J.CCCMJ..DDMJAAL.NFF.L.NBB.GG..HH...
0 7 3  JCCC..J..DD.JAAL.MFF.L.MBB.GGN.HH..N
0 7 3  J..CCCJ.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 7 3  J.CCC.J.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 7 3  JCCC..J.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 7 3  JCCC..J..DDMJAAL.MFF.L..BB.GGN.HH..N
0 7 3  J..CCCJ.DD.MJAAL.MFF.L..BB.GGN.HH..N
0 7 3  J.CCC.J.DD.MJAAL.MFF.L..BB.GGN.HH..N
0 8 3  J..CCCJ..LDDJAAL.MFF...MBB.GGN.HH..N
0 8 3  J..CCCJ.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 8 3  J.CCC.J...DDJAAL.MFF.L.MBB.GGN.HH..N
0 8 3  JCCC..J...DDJAAL.MFF.L.MBB.GGN.HH..N
0 7 3  J.CCC.J..DDMJAAL.MFF.L.NBB.GGN.HH...
0 7 3  JCCC..J.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 7 3  J..CCCJ..DD.JAAL.MFF.L.MBB.GGN.HH..N
0 7 3  J..CCCJ.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 8 3  J.CCC.J.DD.MJAAL.MFF.L.NBB.GGN.HH...
0 9 3  J..CCCJ...DDJAAL.MFF.L.MBB.GGN.HH..N
0 5 3  JCCC..J..DDMJAAL.MFF.L..BB.GGN.HH..N
0 6 3  JCCC..J..DDMJAAL.MFF.L.NBB.GGN.HH...
0 7 3  J.CCCMJ..DDMJAAL.NFF.L.NBB.GG..HH...
0 6 3  J.CCCMJ.DD.MJAAL.NFF.L.NBB.GG..HH...
0 6 3  J.CCC.J.DD.MJAAL.MFF.L..BB.GGN.HH..N
0 7 3  J.CCC.J.DD.MJAAL.MFF.L..BB.GGN.HH..N
0 5 3  J.CCC.J.DD.MJAAL.MFF.L.NBB.GGN.HH...
0 7 3  J..CCCJ.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 5 3  JCCC..J.DD.MJAAL.MFF.L..BB.GGN.HH..N
0 5 3  JCCC..J..DD.JAAL.MFF.L.MBB.GGN.HH..N
0 6 3  J.CCC.J.DD.MJAAL.MFF.L..BB.GGN.HH..N
0 8 3  J..CCCJ.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 5 3  J.CCC.J.DD.MJAAL.MFF.L.NBB.GGN.HH...
0 8 3  J.CCC.J.DD.MJAAL.MFF.L.NBB.GGN.HH...
0 5 3  JCCC.MJ..DDMJAAL.NFF.L.NBB.GG..HH...
0 5 3  J.CCC.J..DDMJAAL.MFF.L.NBB.GGN.HH...
0 6 3  J..CCCJ..DD.JAAL.MFF.L.MBB.GGN.HH..N
0 6 3  J..CCCJ.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 5 3  J.CCCMJ..DDMJAAL.NFF.L.NBB.GG..HH...
0 6 3  J.CCC.J.DD.MJAAL.MFF.L..BB.GGN.HH..N
0 9 3  J..CCCJDDL.MJAAL.MFF...NBB.GGN.HH...
0 6 3  JCCC..J...DDJAAL.MFF.L.MBB.GGN.HH..N
0 6 3  J.CCC.J...DDJAAL.MFF.L.MBB.GGN.HH..N
0 5 3  JCCC..J..DDMJAAL.MFF.L..BB.GGN.HH..N
0 6 3  J.CCCMJ..DDMJAAL.NFF.L.NBB.GG..HH...
0 8 3  J..CCCJ..DD.JAAL.MFF.L.MBB.GGN.HH..N
0 3 3  J.CCC.J.DD.MJAAL.MFF.L.NBB.GGN.HH...
0 4 3  JCCC.MJ.DD.MJAAL.NFF.L.NBB.GG..HH...
0 7 3  J.CCC.J.DD.MJAAL.MFF.L.NBB.GGN.HH...
0 8 3  J..CCCJ...DDJAAL.MFF.L.MBB.GGN.HH..N
0 5 3  JCCC..J..DDMJAAL.MFF.L.NBB.GGN.HH...
0 5 3  J.CCC.J..DDMJAAL.MFF.L.NBB.GGN.HH...
0 11 3  J.CCC.J.DD.MJAAL.MFF.L..BB.GGN.HH..N
0 8 3  J.CCCMJ.DD.MJAAL.NFF.L.NBB.GG..HH...
0 6 3  J..CCCJ..DDMJAAL.MFF.L..BB.GGN.HH..N
0 8 3  J.CCC.J.DD.MJAAL.MFF.L.NBB.GGN.HH...
0 6 3  J.CCCMJ.DD.MJAAL.NFF.L.NBB.GG..HH...
0 2 3  JCCC..J..DDMJAAL.MFF.L.NBB.GGN.HH...
0 5 3  JCCC.MJ..DDMJAAL.NFF.L.NBB.GG..HH...
0 4 3  JCCC.MJ.DD.MJAAL.NFF.L.NBB.GG..HH...
0 6 3  J.CCCMJ.DD.MJAAL.NFF.L.NBB.GG..HH...
0 5 3  J.CCCMJ.DD.MJAAL.NFF.L.NBB.GG..HH...
0 8 3  J.CCCMJ.DD.MJAAL.NFF.L.NBB.GG..HH...
0 7 3  J.CCC.J.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 7 3  J.CCCMJ.DD.MJAAL.NFF.L.NBB.GG..HH...
0 7 3  J..CCCJ...DDJAAL.MFF.L.MBB.GGN.HH..N
0 7 3  J.CCC.J..DDMJAAL.MFF.L.NBB.GGN.HH...
0 7 3  J.CCC.J..DDMJAAL.MFF.L..BB.GGN.HH..N
0 7 3  J.CCC.J.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 2 3  J..CCCJ.DD.MJAAL.MFF.L..BB.GGN.HH..N
0 7 3  J.CCC.J.DD.MJAAL.MFF.L..BB.GGN.HH..N
0 3 3  J..CCCJDDL.MJAAL.MFF...NBB.GGN.HH...
0 6 3  JCCC.MJ.DD.MJAAL.NFF.L.NBB.GG..HH...
0 4 3  JCCC..J.DD.MJAAL.MFF.L.NBB.GGN.HH...
0 8 3  J.CCCMJ..DDMJAAL.NFF.L.NBB.GG..HH...
0 6 3  J.CCC.J..DDMJAAL.MFF.L..BB.GGN.HH..N
0 5 3  J.CCCMJ.DD.MJAAL.NFF.L.NBB.GG..HH...
0 6 3  J..CCCJDDL.MJAAL.MFF...NBB.GGN.HH...
0 11 3  J.CCC.J.DD.MJAAL.MFF.L..BB.GGN.HH..N
0 8 3  J.CCCMJ.DD.MJAAL.NFF.L.NBB.GG..HH...
0 11 3  J.CCC.J..DDMJAAL.MFF.L..BB.GGN.HH..N
0 9 3  J.CCC.J..DDMJAAL.MFF.L.NBB.GGN.HH...
0 11 3  J.CCC.J..DDMJAAL.MFF.L..BB.GGN.HH..N
0 5 3  JCCC.MJ..DDMJAAL.NFF.L.NBB.GG..HH...
0 9 3  J.CCC.J.DD.MJAAL.MFF.L.NBB.GGN.HH...
0 10 3  J.CCC.J..DDMJAAL.MFF.L.NBB.GGN.HH...
0 10 3  J.CCC.J..DDMJAAL.MFF.L..BB.GGN.HH..N
0 10 3  J.CCC.J.DD.MJAAL.MFF.L.NBB.GGN.HH...
0 7 3  J..CCCJ..DD.JAAL.MFF.L.MBB.GGN.HH..N
0 7 3  J.CCCMJ.DD.MJAAL.NFF.L.NBB.GG..HH...
0 5 3  JCCC.MJ.DD.MJAAL.NFF.L.NBB.GG..HH...
0 4 3  JCCC..J..DDMJAAL.MFF.L.NBB.GGN.HH...
0 7 3  J..CCCJ.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 10 3  J.CCC.J..DDMJAAL.MFF.L.NBB.GGN.HH...
0 5 3  JCCC..J.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 10 3  J.CCC.J.DD.MJAAL.MFF.L.NBB.GGN.HH...
0 8 3  J..CCCJDDL.MJAAL.MFF...NBB.GGN.HH...
0 5 3  JCCC..J.DD.MJAAL.MFF.L..BB.GGN.HH..N
0 4 3  JCCC.MJ..DDMJAAL.NFF.L.NBB.GG..HH...
0 9 3  J..CCCJDDL.MJAAL.MFF...NBB.GGN.HH...
0 9 3  J..CCCJ..DD.JAAL.MFF.L.MBB.GGN.HH..N
0 4 3  JCCC.MJ..DDMJAAL.NFF.L.NBB.GG..HH...
0 9 3  J..CCCJ.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 6 3  J..CCCJ.DD.MJAAL.MFF.L..BB.GGN.HH..N
0 6 3  J..CCCJDDL.MJAAL.MFF...NBB.GGN.HH...
0 5 3  J..CCCJDDL.MJAAL.MFF...NBB.GGN.HH...
0 6 3  J.CCC.J..DD.JAAL.MFF.L.MBB.GGN.HH..N
0 6 3  J..CCCJ...DDJAAL.MFF.L.MBB.GGN.HH..N
0 7 3  JCCC..J...DDJAAL.MFF.L.MBB.GGN.HH..N
0 8 3  J..CCCJDDL.MJAAL.MFF...NBB.GGN.HH...
0 5 3  JCCC.MJ.DD.MJAAL.NFF.L.NBB.GG..HH...
0 5 3  J.CCCMJ.DD.MJAAL.NFF.L.NBB.GG..HH...
0 5 3  J.CCCMJ..DDMJAAL.NFF.L.NBB.GG..HH...
0 6 3  J.CCCMJ..DDMJAAL.NFF.L.NBB.GG..HH...
0 6 3  J.CCCMJ.DD.MJAAL.NFF.L.NBB.GG..HH...
0 7 3  J.CCC.J.DD.MJAAL.MFF.L..BB.GGN.HH..N
0 9 3  J..CCCJDDL.MJAAL.MFF...NBB.GGN.HH...
0 7 3  J.CCC.J..DDMJAAL.MFF.L..BB.GGN.HH..N
0 6 3  J.CCC.J.DD.MJAAL.MFF.L..BB.GGN.HH..N
0 6 3  J.CCC.J..DDMJAAL.MFF.L..BB.GGN.HH..N
0 6 3  J.CCCMJ..DDMJAAL.NFF.L.NBB.GG..HH...
0 8 3  J.CCC.J..DDMJAAL.MFF.L..BB.GGN.HH..N
0 3 3  JCCC..J..DDMJAAL.MFF.L..BB.GGN.HH..N
0 8 3  J.CCC.J.DD.MJAAL.MFF.L..BB.GGN.HH..N
0 6 3  J.CCC.J.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 5 3  JCCC..J..DD.JAAL.MFF.L.MBB.GGN.HH..N
0 9 3  J.CCC.J..DDMJAAL.MFF.L..BB.GGN.HH..N
0 5 3  JCCC..J.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 2 3  J.CCC.J..DDMJAAL.MFF.L.NBB.GGN.HH...
0 3 3  JCCC..J.DD.MJAAL.MFF.L..BB.GGN.HH..N
0 2 3  J.CCC.J.DD.MJAAL.MFF.L.NBB.GGN.HH...
0 9 3  J.CCC.J.DD.MJAAL.MFF.L..BB.GGN.HH..N
0 8 3  J..CCCJ.DD.MJAAL.MFF.L..BB.GGN.HH..N
0 7 3  JCCC..J...DDJAAL.MFF.L.MBB.GGN.HH..N
0 6 3  J.CCC.J..DDMJAAL.MFF.L..BB.GGN.HH..N
0 8 3  J..CCCJ..DDMJAAL.MFF.L..BB.GGN.HH..N
0 7 3  JCCC..J.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 8 3  J..CCCJDDL.MJAAL.MFF...NBB.GGN.HH...
0 6 3  J.CCCMJ.DD.MJAAL.NFF.L.NBB.GG..HH...
0 6 3  J.CCC.J...DDJAAL.MFF.L.MBB.GGN.HH..N
0 6 3  JCCC..J.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 6 3  J.CCC.J..DD.JAAL.MFF.L.MBB.GGN.HH..N
0 10 3  J.CCC.J.DD.MJAAL.MFF.L..BB.GGN.HH..N
0 6 3  J.CCC.J..DD.JAAL.MFF.L.MBB.GGN.HH..N
0 6 3  J.CCC.J.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 7 3  J..CCCJ..DD.JAAL.MFF.L.MBB.GGN.HH..N
0 6 3  J.CCC.J.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 6 3  J.CCC.J.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 6 3  J.CCC.J..DDMJAAL.MFF.L..BB.GGN.HH..N
0 8 3  J.CCCMJ.DD.MJAAL.NFF.L.NBB.GG..HH...
0 2 3  J..CCCJ..DDMJAAL.MFF.L..BB.GGN.HH..N
0 7 3  JCCC..J..DD.JAAL.MFF.L.MBB.GGN.HH..N
0 9 3  J.CCC.J.DD.MJAAL.MFF.L..BB.GGN.HH..N
0 9 3  J.CCC.J..DDMJAAL.MFF.L..BB.GGN.HH..N
0 6 3  J.CCC.J.DD..JAAL.MFF.L.MBB.GGN.HH..N
0 6 3  J.CCCMJ.DD.MJAAL.NFF.L.NBB.GG..HH...
0 6 3  JCCC..J..DD.JAAL.MFF.L.MBB.GGN.HH..N
0 6 3  J.CCC.J..DDMJAAL.MFF.L..BB.GGN.HH..N
0 5 3  J.CCC.J.DD.MJAAL.MFF.L.NBB.GGN.HH...
